captured_at,from,to,value
"2026-07-31T19:18:15Z","2026-08-04T02:00:00Z","2026-08-04T03:00:00Z","38.104752"
"2026-07-31T19:18:15Z","2026-08-04T03:00:00Z","2026-08-04T04:00:00Z","37.726927"
"2026-07-31T19:18:15Z","2026-08-04T04:00:00Z","2026-08-04T05:00:00Z","38.012765"
"2026-07-31T19:18:15Z","2026-08-04T05:00:00Z","2026-08-04T06:00:00Z","39.144812"
"2026-07-31T19:18:15Z","2026-08-04T06:00:00Z","2026-08-04T07:00:00Z","40.449647"
"2026-07-31T19:18:15Z","2026-08-04T07:00:00Z","2026-08-04T08:00:00Z","40.728702"
"2026-07-31T19:18:15Z","2026-08-04T08:00:00Z","2026-08-04T09:00:00Z","39.742787"
"2026-07-31T19:18:15Z","2026-08-04T09:00:00Z","2026-08-04T10:00:00Z","38.07643"
"2026-07-31T19:18:15Z","2026-08-04T10:00:00Z","2026-08-04T11:00:00Z","34.338402"
"2026-07-31T19:18:15Z","2026-08-04T11:00:00Z","2026-08-04T12:00:00Z","31.482402"
"2026-07-31T19:18:15Z","2026-08-04T12:00:00Z","2026-08-04T13:00:00Z","29.866977"
"2026-07-31T19:18:15Z","2026-08-04T13:00:00Z","2026-08-04T14:00:00Z","28.579635"
"2026-07-31T19:18:15Z","2026-08-04T14:00:00Z","2026-08-04T15:00:00Z","28.25417"
"2026-07-31T19:18:15Z","2026-08-04T15:00:00Z","2026-08-04T16:00:00Z","28.983402"
"2026-07-31T19:18:15Z","2026-08-04T16:00:00Z","2026-08-04T17:00:00Z","32.341582"
"2026-07-31T19:18:15Z","2026-08-04T17:00:00Z","2026-08-04T18:00:00Z","35.894565"
"2026-07-31T19:18:15Z","2026-08-04T18:00:00Z","2026-08-04T19:00:00Z","39.470277"
"2026-07-31T19:18:15Z","2026-08-04T19:00:00Z","2026-08-04T20:00:00Z","45.596635"
"2026-07-31T19:18:15Z","2026-08-04T20:00:00Z","2026-08-04T21:00:00Z","48.410152"
"2026-07-31T19:18:15Z","2026-08-04T21:00:00Z","2026-08-04T22:00:00Z","46.72654"
