from,to,value,captured_at
"2026-08-19T13:00:00Z","2026-08-19T14:00:00Z","36.00583","2026-08-18T18:30:56Z"
"2026-08-19T14:00:00Z","2026-08-19T15:00:00Z","36.87572","2026-08-18T18:30:56Z"
"2026-08-19T15:00:00Z","2026-08-19T16:00:00Z","38.6988","2026-08-18T18:30:56Z"
"2026-08-19T16:00:00Z","2026-08-19T17:00:00Z","42.2807","2026-08-18T18:30:56Z"
"2026-08-19T17:00:00Z","2026-08-19T18:00:00Z","45.11409","2026-08-18T18:30:56Z"
"2026-08-19T18:00:00Z","2026-08-19T19:00:00Z","45.34019","2026-08-18T18:30:56Z"
"2026-08-19T19:00:00Z","2026-08-19T20:00:00Z","44.94392","2026-08-18T18:30:56Z"
"2026-08-19T20:00:00Z","2026-08-19T21:00:00Z","44.10854","2026-08-18T18:30:56Z"
"2026-08-19T21:00:00Z","2026-08-19T22:00:00Z","42.61509","2026-08-18T18:30:56Z"
"2026-08-19T22:00:00Z","2026-08-19T23:00:00Z","40.96813","2026-08-19T18:27:38Z"
"2026-08-19T23:00:00Z","2026-08-20T00:00:00Z","39.73529","2026-08-19T18:27:38Z"
"2026-08-20T00:00:00Z","2026-08-20T01:00:00Z","38.70951","2026-08-19T18:27:38Z"
"2026-08-20T01:00:00Z","2026-08-20T02:00:00Z","38.02645","2026-08-19T18:27:38Z"
"2026-08-20T02:00:00Z","2026-08-20T03:00:00Z","38.08595","2026-08-19T18:27:38Z"
"2026-08-20T03:00:00Z","2026-08-20T04:00:00Z","39.40209","2026-08-19T18:27:38Z"
"2026-08-20T04:00:00Z","2026-08-20T05:00:00Z","42.16884","2026-08-19T18:27:38Z"
"2026-08-20T05:00:00Z","2026-08-20T06:00:00Z","42.60081","2026-08-19T18:27:38Z"
"2026-08-20T06:00:00Z","2026-08-20T07:00:00Z","40.85389","2026-08-19T18:27:38Z"
"2026-08-20T07:00:00Z","2026-08-20T08:00:00Z","38.80233","2026-08-19T18:27:38Z"
"2026-08-20T08:00:00Z","2026-08-20T09:00:00Z","36.5687","2026-08-19T18:27:38Z"
"2026-08-20T09:00:00Z","2026-08-20T10:00:00Z","33.44138","2026-08-19T18:27:38Z"
"2026-08-20T10:00:00Z","2026-08-20T11:00:00Z","30.36761","2026-08-19T18:27:38Z"
"2026-08-20T11:00:00Z","2026-08-20T12:00:00Z","27.99713","2026-08-19T18:27:38Z"
"2026-08-20T12:00:00Z","2026-08-20T13:00:00Z","28.679","2026-08-19T18:27:38Z"
"2026-08-20T13:00:00Z","2026-08-20T14:00:00Z","31.26963","2026-08-19T18:27:38Z"
"2026-08-20T14:00:00Z","2026-08-20T15:00:00Z","33.03083","2026-08-19T18:27:38Z"
"2026-08-20T15:00:00Z","2026-08-20T16:00:00Z","37.57544","2026-08-19T18:27:38Z"
"2026-08-20T16:00:00Z","2026-08-20T17:00:00Z","39.96139","2026-08-19T18:27:38Z"
"2026-08-20T17:00:00Z","2026-08-20T18:00:00Z","43.28982","2026-08-19T18:27:38Z"
"2026-08-20T18:00:00Z","2026-08-20T19:00:00Z","44.28704","2026-08-19T18:27:38Z"
"2026-08-20T19:00:00Z","2026-08-20T20:00:00Z","43.69442","2026-08-19T18:27:38Z"
"2026-08-20T20:00:00Z","2026-08-20T21:00:00Z","42.77931","2026-08-19T18:27:38Z"
"2026-08-20T21:00:00Z","2026-08-20T22:00:00Z","41.00502","2026-08-19T18:27:38Z"
"2026-08-20T22:00:00Z","2026-08-20T23:00:00Z","40.68729","2026-08-20T18:32:24Z"
"2026-08-20T23:00:00Z","2026-08-21T00:00:00Z","39.51395","2026-08-20T18:32:24Z"
"2026-08-21T00:00:00Z","2026-08-21T01:00:00Z","38.56195","2026-08-20T18:32:24Z"
"2026-08-21T01:00:00Z","2026-08-21T02:00:00Z","38.44176","2026-08-20T18:32:24Z"
"2026-08-21T02:00:00Z","2026-08-21T03:00:00Z","38.64763","2026-08-20T18:32:24Z"
"2026-08-21T03:00:00Z","2026-08-21T04:00:00Z","40.15536","2026-08-20T18:32:24Z"
"2026-08-21T04:00:00Z","2026-08-21T05:00:00Z","42.93163","2026-08-20T18:32:24Z"
"2026-08-21T05:00:00Z","2026-08-21T06:00:00Z","43.48855","2026-08-20T18:32:24Z"
"2026-08-21T06:00:00Z","2026-08-21T07:00:00Z","43.33385","2026-08-20T18:32:24Z"
"2026-08-21T07:00:00Z","2026-08-21T08:00:00Z","40.38741","2026-08-20T18:32:24Z"
"2026-08-21T08:00:00Z","2026-08-21T09:00:00Z","38.14664","2026-08-20T18:32:24Z"
"2026-08-21T09:00:00Z","2026-08-21T10:00:00Z","36.94236","2026-08-20T18:32:24Z"
"2026-08-21T10:00:00Z","2026-08-21T11:00:00Z","36.50563","2026-08-20T18:32:24Z"
"2026-08-21T11:00:00Z","2026-08-21T12:00:00Z","37.13514","2026-08-20T18:32:24Z"
"2026-08-21T12:00:00Z","2026-08-21T13:00:00Z","37.21487","2026-08-20T18:32:24Z"
"2026-08-21T13:00:00Z","2026-08-21T14:00:00Z","38.23589","2026-08-20T18:32:24Z"
"2026-08-21T14:00:00Z","2026-08-21T15:00:00Z","40.22795","2026-08-20T18:32:24Z"
"2026-08-21T15:00:00Z","2026-08-21T16:00:00Z","42.57463","2026-08-20T18:32:24Z"
"2026-08-21T16:00:00Z","2026-08-21T17:00:00Z","43.85745","2026-08-20T18:32:24Z"
"2026-08-21T17:00:00Z","2026-08-21T18:00:00Z","44.74162","2026-08-20T18:32:24Z"
"2026-08-21T18:00:00Z","2026-08-21T19:00:00Z","44.68093","2026-08-20T18:32:24Z"
"2026-08-21T19:00:00Z","2026-08-21T20:00:00Z","44.06332","2026-08-20T18:32:24Z"
"2026-08-21T20:00:00Z","2026-08-21T21:00:00Z","42.71148","2026-08-20T18:32:24Z"
"2026-08-21T21:00:00Z","2026-08-21T22:00:00Z","41.06214","2026-08-20T18:32:24Z"
"2026-08-21T22:00:00Z","2026-08-21T23:00:00Z","40.40883","2026-08-21T18:29:57Z"
"2026-08-21T23:00:00Z","2026-08-22T00:00:00Z","39.6389","2026-08-21T18:29:57Z"
"2026-08-22T00:00:00Z","2026-08-22T01:00:00Z","39.30213","2026-08-21T18:29:57Z"
"2026-08-22T01:00:00Z","2026-08-22T02:00:00Z","38.78805","2026-08-21T18:29:57Z"
"2026-08-22T02:00:00Z","2026-08-22T03:00:00Z","38.08714","2026-08-21T18:29:57Z"
"2026-08-22T03:00:00Z","2026-08-22T04:00:00Z","37.73133","2026-08-21T18:29:57Z"
"2026-08-22T04:00:00Z","2026-08-22T05:00:00Z","38.72855","2026-08-21T18:29:57Z"
"2026-08-22T05:00:00Z","2026-08-22T06:00:00Z","37.55283","2026-08-21T18:29:57Z"
"2026-08-22T06:00:00Z","2026-08-22T07:00:00Z","35.66311","2026-08-21T18:29:57Z"
"2026-08-22T07:00:00Z","2026-08-22T08:00:00Z","31.15777","2026-08-21T18:29:57Z"
"2026-08-22T08:00:00Z","2026-08-22T09:00:00Z","26.40134","2026-08-21T18:29:57Z"
"2026-08-22T09:00:00Z","2026-08-22T10:00:00Z","22.77303","2026-08-21T18:29:57Z"
"2026-08-22T10:00:00Z","2026-08-22T11:00:00Z","20.53464","2026-08-21T18:29:57Z"
"2026-08-22T11:00:00Z","2026-08-22T12:00:00Z","20.41445","2026-08-21T18:29:57Z"
"2026-08-22T12:00:00Z","2026-08-22T13:00:00Z","20.41445","2026-08-21T18:29:57Z"
"2026-08-22T13:00:00Z","2026-08-22T14:00:00Z","20.40374","2026-08-21T18:29:57Z"
"2026-08-22T14:00:00Z","2026-08-22T15:00:00Z","20.41564","2026-08-21T18:29:57Z"
"2026-08-22T15:00:00Z","2026-08-22T16:00:00Z","23.79405","2026-08-21T18:29:57Z"
"2026-08-22T16:00:00Z","2026-08-22T17:00:00Z","32.91897","2026-08-21T18:29:57Z"
"2026-08-22T17:00:00Z","2026-08-22T18:00:00Z","38.16449","2026-08-21T18:29:57Z"
"2026-08-22T18:00:00Z","2026-08-22T19:00:00Z","39.95068","2026-08-21T18:29:57Z"
"2026-08-22T19:00:00Z","2026-08-22T20:00:00Z","40.43144","2026-08-21T18:29:57Z"
"2026-08-22T20:00:00Z","2026-08-22T21:00:00Z","38.94513","2026-08-21T18:29:57Z"
"2026-08-22T21:00:00Z","2026-08-22T22:00:00Z","37.20892","2026-08-21T18:29:57Z"
"2026-08-22T22:00:00Z","2026-08-22T23:00:00Z","36.20337","2026-08-22T18:22:02Z"
"2026-08-22T23:00:00Z","2026-08-23T00:00:00Z","35.38822","2026-08-22T18:22:02Z"
"2026-08-23T00:00:00Z","2026-08-23T01:00:00Z","34.62067","2026-08-22T18:22:02Z"
"2026-08-23T01:00:00Z","2026-08-23T02:00:00Z","34.24463","2026-08-22T18:22:02Z"
"2026-08-23T02:00:00Z","2026-08-23T03:00:00Z","34.0697","2026-08-22T18:22:02Z"
"2026-08-23T03:00:00Z","2026-08-23T04:00:00Z","34.3077","2026-08-22T18:22:02Z"
"2026-08-23T04:00:00Z","2026-08-23T05:00:00Z","34.30413","2026-08-22T18:22:02Z"
"2026-08-23T05:00:00Z","2026-08-23T06:00:00Z","32.56435","2026-08-22T18:22:02Z"
"2026-08-23T06:00:00Z","2026-08-23T07:00:00Z","26.34541","2026-08-22T18:22:02Z"
"2026-08-23T07:00:00Z","2026-08-23T08:00:00Z","20.53583","2026-08-22T18:22:02Z"
"2026-08-23T08:00:00Z","2026-08-23T09:00:00Z","20.34781","2026-08-22T18:22:02Z"
"2026-08-23T09:00:00Z","2026-08-23T10:00:00Z","20.19787","2026-08-22T18:22:02Z"
"2026-08-23T10:00:00Z","2026-08-23T11:00:00Z","20.05388","2026-08-22T18:22:02Z"
"2026-08-23T11:00:00Z","2026-08-23T12:00:00Z","19.82064","2026-08-22T18:22:02Z"
"2026-08-23T12:00:00Z","2026-08-23T13:00:00Z","19.91227","2026-08-22T18:22:02Z"
"2026-08-23T13:00:00Z","2026-08-23T14:00:00Z","20.23952","2026-08-22T18:22:02Z"
"2026-08-23T14:00:00Z","2026-08-23T15:00:00Z","20.35257","2026-08-22T18:22:02Z"
"2026-08-23T15:00:00Z","2026-08-23T16:00:00Z","26.17286","2026-08-22T18:22:02Z"
"2026-08-23T16:00:00Z","2026-08-23T17:00:00Z","37.60162","2026-08-22T18:22:02Z"
"2026-08-23T17:00:00Z","2026-08-23T18:00:00Z","41.85944","2026-08-22T18:22:02Z"
"2026-08-23T18:00:00Z","2026-08-23T19:00:00Z","42.53655","2026-08-22T18:22:02Z"
"2026-08-23T19:00:00Z","2026-08-23T20:00:00Z","41.60359","2026-08-22T18:22:02Z"
"2026-08-23T20:00:00Z","2026-08-23T21:00:00Z","40.96456","2026-08-22T18:22:02Z"
"2026-08-23T21:00:00Z","2026-08-23T22:00:00Z","40.10419","2026-08-22T18:22:02Z"
"2026-08-23T22:00:00Z","2026-08-23T23:00:00Z","39.56631","2026-08-23T18:21:59Z"
"2026-08-23T23:00:00Z","2026-08-24T00:00:00Z","38.57742","2026-08-23T18:21:59Z"
"2026-08-24T00:00:00Z","2026-08-24T01:00:00Z","38.01336","2026-08-23T18:21:59Z"
"2026-08-24T01:00:00Z","2026-08-24T02:00:00Z","38.1157","2026-08-23T18:21:59Z"
"2026-08-24T02:00:00Z","2026-08-24T03:00:00Z","38.42034","2026-08-23T18:21:59Z"
"2026-08-24T03:00:00Z","2026-08-24T04:00:00Z","40.96337","2026-08-23T18:21:59Z"
"2026-08-24T04:00:00Z","2026-08-24T05:00:00Z","44.89037","2026-08-23T18:21:59Z"
"2026-08-24T05:00:00Z","2026-08-24T06:00:00Z","44.97724","2026-08-23T18:21:59Z"
"2026-08-24T06:00:00Z","2026-08-24T07:00:00Z","41.45246","2026-08-23T18:21:59Z"
"2026-08-24T07:00:00Z","2026-08-24T08:00:00Z","37.23629","2026-08-23T18:21:59Z"
"2026-08-24T08:00:00Z","2026-08-24T09:00:00Z","33.81147","2026-08-23T18:21:59Z"
"2026-08-24T09:00:00Z","2026-08-24T10:00:00Z","29.96658","2026-08-23T18:21:59Z"
"2026-08-24T10:00:00Z","2026-08-24T11:00:00Z","27.03561","2026-08-23T18:21:59Z"
"2026-08-24T11:00:00Z","2026-08-24T12:00:00Z","24.47949","2026-08-23T18:21:59Z"
"2026-08-24T12:00:00Z","2026-08-24T13:00:00Z","24.65918","2026-08-23T18:21:59Z"
"2026-08-24T13:00:00Z","2026-08-24T14:00:00Z","29.04314","2026-08-23T18:21:59Z"
"2026-08-24T14:00:00Z","2026-08-24T15:00:00Z","32.56435","2026-08-23T18:21:59Z"
"2026-08-24T15:00:00Z","2026-08-24T16:00:00Z","37.48738","2026-08-23T18:21:59Z"
"2026-08-24T16:00:00Z","2026-08-24T17:00:00Z","42.1141","2026-08-23T18:21:59Z"
"2026-08-24T17:00:00Z","2026-08-24T18:00:00Z","46.52067","2026-08-23T18:21:59Z"
"2026-08-24T18:00:00Z","2026-08-24T19:00:00Z","46.53971","2026-08-23T18:21:59Z"
"2026-08-24T19:00:00Z","2026-08-24T20:00:00Z","42.79121","2026-08-23T18:21:59Z"
"2026-08-24T20:00:00Z","2026-08-24T21:00:00Z","40.85746","2026-08-23T18:21:59Z"
"2026-08-24T21:00:00Z","2026-08-24T22:00:00Z","38.82851","2026-08-23T18:21:59Z"
"2026-08-24T22:00:00Z","2026-08-24T23:00:00Z","38.5441","2026-08-24T18:33:16Z"
"2026-08-24T23:00:00Z","2026-08-25T00:00:00Z","37.88841","2026-08-24T18:33:16Z"
"2026-08-25T00:00:00Z","2026-08-25T01:00:00Z","37.36362","2026-08-24T18:33:16Z"
"2026-08-25T01:00:00Z","2026-08-25T02:00:00Z","37.07683","2026-08-24T18:33:16Z"
"2026-08-25T02:00:00Z","2026-08-25T03:00:00Z","37.26842","2026-08-24T18:33:16Z"
"2026-08-25T03:00:00Z","2026-08-25T04:00:00Z","38.21566","2026-08-24T18:33:16Z"
"2026-08-25T04:00:00Z","2026-08-25T05:00:00Z","40.81462","2026-08-24T18:33:16Z"
"2026-08-25T05:00:00Z","2026-08-25T06:00:00Z","41.91418","2026-08-24T18:33:16Z"
"2026-08-25T06:00:00Z","2026-08-25T07:00:00Z","40.81343","2026-08-24T18:33:16Z"
"2026-08-25T07:00:00Z","2026-08-25T08:00:00Z","37.723","2026-08-24T18:33:16Z"
"2026-08-25T08:00:00Z","2026-08-25T09:00:00Z","34.39338","2026-08-24T18:33:16Z"
"2026-08-25T09:00:00Z","2026-08-25T10:00:00Z","30.31049","2026-08-24T18:33:16Z"
"2026-08-25T10:00:00Z","2026-08-25T11:00:00Z","28.40768","2026-08-24T18:33:16Z"
"2026-08-25T11:00:00Z","2026-08-25T12:00:00Z","27.81863","2026-08-24T18:33:16Z"
"2026-08-25T12:00:00Z","2026-08-25T13:00:00Z","28.56238","2026-08-24T18:33:16Z"
"2026-08-25T13:00:00Z","2026-08-25T14:00:00Z","30.53064","2026-08-24T18:33:16Z"
"2026-08-25T14:00:00Z","2026-08-25T15:00:00Z","34.02924","2026-08-24T18:33:16Z"
"2026-08-25T15:00:00Z","2026-08-25T16:00:00Z","37.91459","2026-08-24T18:33:16Z"
"2026-08-25T16:00:00Z","2026-08-25T17:00:00Z","41.69046","2026-08-24T18:33:16Z"
"2026-08-25T17:00:00Z","2026-08-25T18:00:00Z","45.32353","2026-08-24T18:33:16Z"
"2026-08-25T18:00:00Z","2026-08-25T19:00:00Z","44.8273","2026-08-24T18:33:16Z"
"2026-08-25T19:00:00Z","2026-08-25T20:00:00Z","42.13195","2026-08-24T18:33:16Z"
"2026-08-25T20:00:00Z","2026-08-25T21:00:00Z","40.91577","2026-08-24T18:33:16Z"
"2026-08-25T21:00:00Z","2026-08-25T22:00:00Z","39.41518","2026-08-24T18:33:16Z"
"2026-08-25T22:00:00Z","2026-08-25T23:00:00Z","39.93521","2026-08-25T18:33:14Z"
"2026-08-25T23:00:00Z","2026-08-26T00:00:00Z","39.10578","2026-08-25T18:33:14Z"
"2026-08-26T00:00:00Z","2026-08-26T01:00:00Z","38.4608","2026-08-25T18:33:14Z"
"2026-08-26T01:00:00Z","2026-08-26T02:00:00Z","38.21804","2026-08-25T18:33:14Z"
"2026-08-26T02:00:00Z","2026-08-26T03:00:00Z","38.47508","2026-08-25T18:33:14Z"
"2026-08-26T03:00:00Z","2026-08-26T04:00:00Z","39.51157","2026-08-25T18:33:14Z"
"2026-08-26T04:00:00Z","2026-08-26T05:00:00Z","42.44611","2026-08-25T18:33:14Z"
"2026-08-26T05:00:00Z","2026-08-26T06:00:00Z","43.6849","2026-08-25T18:33:14Z"
"2026-08-26T06:00:00Z","2026-08-26T07:00:00Z","43.44452","2026-08-25T18:33:14Z"
"2026-08-26T07:00:00Z","2026-08-26T08:00:00Z","40.24342","2026-08-25T18:33:14Z"
"2026-08-26T08:00:00Z","2026-08-26T09:00:00Z","36.77576","2026-08-25T18:33:14Z"
"2026-08-26T09:00:00Z","2026-08-26T10:00:00Z","34.77418","2026-08-25T18:33:14Z"
"2026-08-26T10:00:00Z","2026-08-26T11:00:00Z","32.15023","2026-08-25T18:33:14Z"
"2026-08-26T11:00:00Z","2026-08-26T12:00:00Z","31.0709","2026-08-25T18:33:14Z"
"2026-08-26T12:00:00Z","2026-08-26T13:00:00Z","31.36007","2026-08-25T18:33:14Z"
"2026-08-26T13:00:00Z","2026-08-26T14:00:00Z","32.61909","2026-08-25T18:33:14Z"
"2026-08-26T14:00:00Z","2026-08-26T15:00:00Z","34.99433","2026-08-25T18:33:14Z"
"2026-08-26T15:00:00Z","2026-08-26T16:00:00Z","39.09507","2026-08-25T18:33:14Z"
"2026-08-26T16:00:00Z","2026-08-26T17:00:00Z","42.50561","2026-08-25T18:33:14Z"
"2026-08-26T17:00:00Z","2026-08-26T18:00:00Z","45.55439","2026-08-25T18:33:14Z"
"2026-08-26T18:00:00Z","2026-08-26T19:00:00Z","44.42746","2026-08-25T18:33:14Z"
"2026-08-26T19:00:00Z","2026-08-26T20:00:00Z","41.67975","2026-08-25T18:33:14Z"
"2026-08-26T20:00:00Z","2026-08-26T21:00:00Z","39.88285","2026-08-25T18:33:14Z"
"2026-08-26T21:00:00Z","2026-08-26T22:00:00Z","38.39773","2026-08-25T18:33:14Z"
